platinum_number,title,artist,language,genre
1713,Touch Me In The,Diana Ross,English,
9352,Touch My Body,Mariah Carey,English,
9793,Touch My Hand,David Archuletta,English,
11719,Touch The Sky,Franco,English,
11252,Tough,Craig Morgan,English,
7667,Toxic,Britney Spears,English,
8766,Toy Karayo,Ilocano Song,English,
1412,Toyang,Eraserheads,Filipino,
4836,Traces,Johnny Mathis,English,
8174,Trackin',Joe Crawford,English,
17033,Traffic Na Naman,Erectus,English,
4837,Tragedy,Bee Gees,English,
6992,Tragedy,Steps,English,
17252,Trap Queen,Fetty Wap,English,
3282,Travelin' Band,Ccr,English,
6357,Travelin' Man,Ricky Nelson,English,
15075,Traysikel,April Boys,English,
15447,Treasure,Bruno Mars,English,
2975,Treat Her Like A Lady,Cornelio Bros &,English,
16041,Trespassing,Adam Lambert,English,
17097,Triangulo,"Thyro Alfaro, Yumi",English,
5536,Trip,Parokya Ni Edgar,Filipino,
8455,Trip,6 Cycle Mind,English,
15836,Trip Lang,Shehyee ft. Sam Pinto,English,
5663,Trip Mo Ba?,Freshmen,English,
15316,Trip To Jerusalem,Eraserheads,Filipino,
17573,Trippin,Eric Benet,English,
4839,Triste,Tom Jobim,English,
11546,Tropa,Siakol,Filipino,
16828,Trouble,Iggy Azalea ft Jennifer,English,
11348,Trouble Is A Friend,Lenka,English,
15366,Troublemaker,Olly Murs ft. Flo Rida,English,
6359,Truckin',Grateful Dead,English,
0764,True,Spandau Ballet,English,
8115,True,Ryan Cabrera,English,
4840,True Colors,Phil Collins,English,
15540,True Love,Pink,English,
8169,True Love,All About Eve,English,
0262,True Love Ways,Buddy Hollie,English,
11500,True Romance,Regine Velasquez,Filipino,
0247,Truly,Lionel Richie,English,
4355,Truly Madly Deeply,Savage Garden,English,
16454,Trumpets,Jason Derulo,English,
4841,Trust In Me,Francesca Beghe,English,
8458,Truth,Bamboo,Filipino,
15208,Try,Pink,English,
16296,Try,Colbie Caillat,English,
3675,Try A Little Kindness,Glen Campbell,English,
3654,Try A Little Tenderness,Kiss,English,
8170,Try Again,Aaliyah,English,
2709,Try To Remember,Andy Williams,English,
0961,Trying To Get The..,Barry Manilow,English,
8090,Tsaka Na Lang,Parokya Ni Edgar,Filipino,
16797,Tsinelas Sa Putikan,Glock 9 ft Marc Abaya,Filipino,
15497,Tsismosa,Kley,English,
9388,Tsobols-25,Greenpeace,English,
4843,Tug Of War,Paul Mccartney,English,
1794,Tugon Sa King Dasal,Lyod Umali,English,
16854,Tugtugan Na,The Teeth,English,
11246,Tukso,Eva Eugenio,English,
17762,Tulad Mo,TJ Monterde,English,
8622,Tulak Ng Bibig,Julianne,Filipino,
0531,Tulak Ng Bibig Kabig Ng...,Cinderella,Filipino,
1414,Tulak Ng Bibig Kabig Ng...,Jolina Magdangal,Filipino,
9647,Tuldok,Asin,English,
8594,Tuliro,Spongecola,English,
9002,Tulo Seven Hundred,Kabobo,English,
8386,Tulog Na,Sugarfree,Filipino,
6518,Tulog Na Baby,Sex Bomb Girls,English,
11862,Tuloy,"Sarah Geronimo,",Filipino,
0495,Tuloy Pa Rin,Randy Santiago,Filipino,
8380,Tuloy Pa Rin,Neo Colours,Filipino,
9018,Tuloy Pa Rin,Spongecola,Filipino,
8333,Tuloy Pa Rin Ang Awit,Jolina Magdangal,Filipino,
9753,Tumatakbo,Mojofly,English,
1293,Tumibok Kasi,Rachel Alejandro,English,
7138,Tunay,Miles,English,
8767,Tunay,Visayan Song,English,
0114,Tunay Na Ligaya,Ariel Rvera,English,
5020,Tunay Na Mahal,Lani Misalucha,Filipino,
6030,Tunay Na Pag-Ibig,April Boys,English,
5867,Tunay Na Tunay,Traditional,English,
6763,Tunay Na Tunay,Tootsie Guevarra,English,
17204,Tupad Na Ang Pangarap,Camille Santos,Filipino,
4844,Turkey In The Straw,Traditional,English,
8130,Turn,Mojo Fly,English,
16481,Turn Back The Clock,Johnny Hates Jazz,English,
17270,Turn Back Time,Slapshock,English,
4291,Turn Back Time,Aqua,English,
15224,Turn It Well,Up Dharma Down,English,
11867,Turn Me On,David Guetta ft Nicki Minaj,English,
6360,Turn On The Night,Kiss,English,
6361,Turn The Page,Bob Seeger,English,
15278,Turn Up The Music,Chris Brown,English,
0209,"Turn, Turn, Turn",The Byrds,English,
0986,Turning Japanese,The Vapors,English,
9439,Turning My Safety Off,Sino Sikat,English,
15564,Turning Tables,Adele,English,
0451,Tutti Frutti,Little Richard,English,
5868,Tutulungan Kita,Imelda Papin,English,
5281,Tuwing Umuulan,Regine Velasquez,Filipino,
1194,Tuyo Nang Damdamin,Apo,English,
8907,Tuyo Nang Damdamin,Silent Sanctuary,Filipino,
6362,Twelfth Of Century,Johnny Mathis,English,
3676,Twenty-One,Cranberries,English,
16923,Twerk It Like Miley,Brandon Beal,English,
9727,Twice Broken,Jessa Zaragoza,Filipino,
1415,Twilight Time,A. Dunu/ The Platters,English,
8338,Twin Hearts,Sarah Geronimo,Filipino,
13521,Twinkle Little Star,Various Way Up High In An,English,
1416,Twinkle Little Star,Various,English,
4145,Twist And Shout,The Beatles,English,
4845,Twist Of Fate,Stephen A. Kipner,English,
17873,Twisted,Keith Sweat,English,
15275,Two Black Cadillacs,Carrie Underwood,English,
17855,Two Four,Gracenote,English,
11152,Two Is Better Than One,Boys Like Girls Ft Taylor Swift,English,
8508,Two Less Lonely People...,Air Supply,English,
3678,Two Out Of Three Ain't Bad,Meatloaf,English,
3301,Two Princess,Spin Doctors,English,
0701,Two Steps Behind,Def Leppard,English,
15425,Two Steps Behind,Six Part Invention,English,
9923,Two Tribes,Frankie Goes To Hollywood,English,
9105,Ty 4 Ur Luv,Dimsum,English,
8768,Type Na Type Kita,Ilocano Song,English,
11081,U & Ur Hand,Pink,English,
16077,U Can't Touch This,MC Hammer,English,
7533,Ubos Na Ang Pasensya,Ogie N' Salbakutah,Filipino,
17666,UGH!,The 1975,English,
47008,UGH!,The 1975,English,
11598,Ugly,2ne1,English,
8303,Ugly,Sugababes,English,
8769,Uha,Visayan Song,English,
1094,Uhaw,Eva Eugenio,English,
7139,Uhhya Uhhya,Masculados,English,
8522,Ulam,Michael V.,English,
3751,Ulan,Rivermaya,Filipino,
8350,Ulan,Cueshe,Filipino,
11178,Ulap,Hale,Filipino,
9019,Ulaw-Ulaw,Assembly Language,English,
9020,Ulingling,Sexbomb Girls,English,
16080,Ulitin,P.O.T.,English,
17123,Uma Thurman,Fall Out Boy,English,
8398,Umaambisyon,Yasmien Kurdi,English,
6033,"Umaaraw, Umuulan",Rivermaya,Filipino,
16328,Umaasa,Ken Alfonso,English,
8552,Umaasa,6 Cycle Mind,English,
8939,Umaasa Lang Sa ‘Yo,Six Part Invention,English,
1796,Umaasa Pa Rin,Lloyd Umali,Filipino,
17212,Umaga,Raymond Lauchengco,English,
15175,Umagang Kay Ganda,Bamboo,Filipino,
19750,Umagang Kay Ganda,Bamboo,Filipino,
3285,Umasa Ka,April Boy Regino,English,
16908,Umay,Rye Sarmiento,English,
11361,Umbrella,The Baseballs,English,
8779,Umbrella,Rihanna Ft. Jayzee,English,
8893,Umibig Muli,Janno Gibbs,English,
1097,Umiibig Ako,John Melo,Filipino,
1233,Umiibig Ka Pala Sa Akin,Cristina Paner,English,
7645,Umiibig Na,Ann Jomeo,English,
1096,Umiibig Nga Ba Ang..,Boysboyz,Filipino,
16465,Umiiiyak Ang Puso,Bugoy Drilon,Filipino,
0095,Umiiyak Ang Puso,Aprl Boy Regino,Filipino,
15351,Umpisa,Jensen Gomez,English,
15757,Un-Love You,Kz Tandingan,English,
9490,Una Kang Naging Akin,Ram Chavez,English,
16771,Una't Huling Mamahalin,Louie Heredia,Filipino,
1165,Unang Halik,Anthony Castello,Filipino,
5328,Unang Pag-Ibig,Yolly Samson,English,
8974,Unang Pasko,Wille Revillame,English,
11030,Unang Tikim,Kamikazee,Filipino,
15838,Unat Huling Pag-ibig,Willie Garte,Filipino,
15634,Unbelievable,Craig David,English,
7047,Unbreak My Heart,Toni Braxton,English,
6519,Unbreakable,Westlife,English,
2826,Unchain My Heart,Joe Cocker,English,
2643,Unchained Melody,Ringhteous Brothers,English,
15848,Unconditionally,Katy Perry,English,
17874,Uncover,Zara Larsson,English,
3681,Under Pressure,Queen,English,
9278,Under Repair,Imago,Filipino,
3658,Under The Boardwalk,Bette Midler,English,
3682,Under The Bridge,Red Hot Chili Pepper,English,
3680,Under The Sea,Sebastian,English,
17543,Under The Sun,Lawson,English,
2926,Under Your Spell Again,Buck Owens,English,
120,Underground,Unknown,English,
4849,Underground,Colin Hay,English,
15616,Underneath It All,No Doubt,English,
6637,Underneath Your Clothes,Shakira,English,
8469,Unfaithful,Rhianna,English,
0449,Unforgettable,Natalie Cole,English,
5748,Uninvited,Alanis Morissette,English,
4850,Union Of The Snake,Bates,English,
17217,Unlimited And Free,Daniel Padilla,Filipino,
8987,Unsa Ning Tamaa,Jimmy Cycle,English,
9361,Unsaid,Lala ft. Christian Bautista,Filipino,
8770,Unsay Nahimo Ko,Visayan Song,English,
15970,Unshakable,Slapshock,English,
11517,Unspoken,Hurts,English,
16934,Unstrung Heroes,Francis Magalona ft,English,
8736,Unta Masayod Ka,Visayan Song,English,
8110,Until I Fall Inlove Again,David Pomeranz,English,
17712,Until The Time Is Through,Five,English,
9629,Until Then,Gary Valenciano,Filipino,
8175,Untitled,Simple Plan,English,
6902,Unwell,Matchbox 20,English,
16780,Up,Olly Murs ft Demi Lovato,English,
6903,Up,Shania Twain,English,
15418,Up All Night,One Direction,English,
3286,Up Around The Bend,J.C. Fogerty,English,
17680,Up Dharma Down Medley,Up Dharma Down,English,
6765,Up Up And Away,5th Dimension,English,
19724,Up Up Down Down,Krissy and Ericka,English,
9998,Up Up Down Down,Krissy And Ericka,English,
0921,Up Where We Belong,Joe Cocker,English,
6766,Upakan,Tito Vic & Joey,English,
11082,Upside Down,Jack Johnson,English,
11956,Upside Down,6 Cycleminds,English,
6904,Upside Down,Diana Ross,English,
8587,Upside Down,2 Minds Crack,English,
4851,Uptown,The Crystals,English,
0835,Uptown Girl,Billy Joel,English,
9906,Upuan,Gloc 9 Feat. Jeazell Grutas,Filipino,
0542,Urong-Sulong,Regine Velasquez,Filipino,
8771,Usa Ka Lang Sa Gugma Ko,Visayan Song,English,
0112,Usahay,Unknown,English,
6638,Usapan,Aegis,Filipino,
9649,Use Somebody,Kings Of Leon,English,
11922,Used To Be,Charlene ft. Stevie Wonder,English,
11247,Usok,Asin,English,
0632,Usted,Luis Miguel,English,
8772,"Utang Lipay, Bayad Dugay",Milyo Naryo,English,
6506,Utos Ng Puso,Justine Draper,Filipino,
8921,V-Hire,Bisrock,English,
15300,Va Va Voom,Nicki Minaj,English,
8866,Vacation,Connie Francis,English,
9556,Vaklushii,Sexbomb Girls,English,
15113,Val Sotto,Kiko Machine,English,
0344,Valentine,Martina Mcbride,English,
9967,Valerie,The Zutons,English,
16439,Vanilla Twilight,Owl City,English,
3287,Ventura Highway,America,English,
2681,Venus,Bananarama,English,
5021,Veronica,Elvis Costello,English,
6640,Victims Of Love,Joe Lamont,English,
16264,Vida,Ricky Martin,English,
3683,Video Killed Radio Star,Buggles,English,
17571,Videoke Queen,Rico Blanco,Filipino,
15971,Villa Quintana,Rockstar 2,English,
4153,Vincent,Don Mclean,English,
8091,Virtual Insanity,Jamiroquai,English,
0987,Vision Of Love,Mariah Carey,English,
6641,Visions Of A Sunset,Shawn Stockman,English,
4361,Viva Forever,Spice Girls,English,
9981,Viva La Vida,Coldplay,English,
0834,Viva Las Vegas,Elvis Presley,English,
3684,Vogue,Madonna,English,
4858,Volare,Domenico Modugno,English,
5668,Voltes 5 (Japanese),Voltes5,English,
5669,Voltes 5 (Tagalog),Voltes5,English,
17085,Voodoo Who Do,Razorback,English,
4154,Voulez Vous,Abba,English,
6369,Vulnerable,Roxette,English,
8773,Wa Mo Ba Ang Diay Hisabti,Visayan Song,Filipino,
6854,Wag Ka Lang Mawawala,Ogie Alcasid,Filipino,
7441,Wag Ka Nang Lalayo,Aiza Seguerra,Filipino,
15250,Wag Ka Nang Umiyak,KZ Tandingan,English,
8905,Wag Ka Ng Umiyak,Sugarfree Wag Kang Magtatanong 11027 Yeng Constantino,Filipino,
3151,Wag Kang Malungkot Kaibigan,April Boy Regino,English,
16011,Wag Kang Mangako,Lovie Poe,Filipino,
9357,Wag Kang Matakot,Shamrock,Filipino,
17035,Wag Kang Pabebe,Vice Ganda,English,
5220,Wag Mo Na Sana,Parokya Ni Edgar,Filipino,
6034,Wag Mo Na Sanang Isipin,Gary Valenciano,Filipino,
8888,Wag Mong Iwan Ang Aking...,Yeng Constantino,Filipino,
16066,Wag Mong Iwan Ang Puso,Aiza Seguerra,Filipino,
11525,Wag Na,Yeng Constantino,Filipino,
6035,Wag Na Init Ulo Baby,Rivermaya,Filipino,
15759,Wag Na Lang,Beating The Red Lights,English,
8178,Wag Na Wag,Michael V.,English,
11809,Wag Na Wag Mo,Angeline Quinto,Filipino,
8098,Wag Na Wag Mong Sasabihin,Kitchie Nadal,Filipino,
6768,Wagas,Maricel,English,
11708,Wait,David Archuleta,English,
11066,Wait A Minute,Pussycat Dolls Feat Timbaland,English,
11268,Wait For Me,Bob Seger,English,
4946,Wait For Me,J Brothers,English,
16094,Wait For You,Elliot Yamin,English,
9806,Wait For You,Kyla,English,
8451,Wait Forever,Gary Valenciano,Filipino,
1669,Wait Till You See,Neil Sedaka,English,
11407,Waiter,Eevee,English,
9313,Waitin',Lala,English,
4155,Waiting For A Girl Like You,Foreigner,English,
15872,Waiting For Superman,Daughtry,English,
16992,Waiting For The Bus,Eraserheads,Filipino,
11370,Waiting For The End,Linkin' Park,English,
4349,Waiting For Tonight,Jennifer Lopez,English,
4156,Waiting For You,Roselle Nava,English,
9287,Waiting For Your Love,Stevie B.,English,
5221,Waiting In Vain,Bob Marley,English,
8382,Waiting In Vain,Bamboo,Filipino,
8842,Waiting On The World...,John Mayer Waiting Outside The Lines 11633 Greyson Chance,English,
11174,Waka Waka,Shakira,English,
0296,Wakas,Kuh Ledesma,English,
15861,Wake Me Up,Avicii,English,
15917,Wake Up,Slapshock,English,
17159,Wake Up,Coheed And Cambria,English,
17280,Wake Up,The Vamps,English,
8363,Wake Up,Hillary Duff,English,
8880,Wake Up Call,Maroon 5,English,
0447,Wake Up Little Suzie,Everly Brothers,English,
9797,Wala,Kamikazee,Filipino,
11005,Wala Kang Katulad,Spongecola,English,
9728,Wala Kang Katulad,Ariel Rivera,English,
0135,Wala Na Bang Pag-Ibig,Jaya,English,
11542,Wala Na Tayo,Bbs Feat. Kean,English,
1227,Wala Nang Hahanapin,Apo,English,
8988,Wala Ng Iba,Bloomfields,Filipino,
8774,Walang Angay,Visayan Song,English,
16430,Walang Basagan Ng Trip,Jugs & Teddy,Filipino,
7731,Walang Biro Yan,Patti S.,English,
1100,Walang Dangal,Eva Eugenio,English,
9282,Walang Daya,Joey De Leon,English,
11555,Walang Hanggan,Yeng,Filipino,
6642,Walang Hanggan,Ella May Saison,English,
15437,Walang Iba,Ezra Band,English,
8787,Walang Iba,Ronnie Liang,English,
9761,Walang Iwanan,6 Cycleminds,English,
8860,Walang Kadala-Dala,Janno Gibbs,English,
8889,Walang Kadala-Dala,Sandwich,English,
0297,Walang Kaliwaan,Christy Mendoza,English,
0484,Walang Kapalit,Rey Valera,Filipino,
1280,Walang Kapantay,Carmen Soriano,English,
16046,Walang Kasing Sarap,Brownman Revival,Filipino,
5869,Walang Kasing Tamis,Mike Hanopol,English,
15913,Walang Kwentang Kanta,Basilyo,English,
8940,Walang Misteryo,Imago,Filipino,
16474,Walang Nagbago,Eraserheads,Filipino,
11482,Walang Natira,Gloc 9 ft Sheng Belmonte,Filipino,
9729,Walang Pangarap Kundi Siya,Zsa Zsa Zaturnah,English,
8096,Walang Sabit,Sandara Park,English,
9510,Walang Sayang,Aiza Seguerra,Filipino,
7141,Walang Sigla,Ella,English,
8575,Walang Yaman’g (Mas Hihigit..),Cueshe,Filipino,
16230,Walang-Wala,Banda Ni Kleggy,English,
8775,Walay Isip,Visayan Song,English,
9021,Walay Title,Mantequilla,English,
2710,Walk Away,Matt Monro,English,
8428,Walk Away,Kelly Clarkson,English,
11286,Walk It Out,Dj Unk,English,
16890,Walk It Out,Jennifer Hudson ft,English,
7999,Walk Like An Egyptian,Bangles,English,
0846,Walk Of Life,Dire Straits,English,
3686,Walk On By,Dionne Warwick,English,
16920,Walk Out To Winter,Aztec Camera,English,
0256,Walk Right Back,Everly Brothers,English,
16742,Walk This Way,Aerosmith ft Run DMC,English,
6905,Walk Through This World...,Engelbert Humperdinck,English,
4250,Walkin' The Dog,Rolling Stones,English,
6151,Walking Away,Craig David,English,
7952,Walking Contradiction,Greenday,English,
4859,Walking In My Shoes,Depeche Mode,English,
7465,Walking In The Rain,A1,English,
16131,Walking On Sunshine,Katrina & The Waves,English,
3685,Walking On The Moon,Police,English,
8369,Walking On The Sun,Smashmouth,English,
15493,Walks Like Rihanna,The Wanted,English,
7963,Wall,Kansas,English,
8511,Waltz,Hale,Filipino,
8776,Walug Sa Luha,Visayan Song,English,
16095,Wandering,James Taylor,English,
4860,Wanderlust,Paul Mccartney,English,
6643,Wang Ching Chuy,Andy Lau,English,
4861,Wannabe,Spice Girls,English,
11296,Want To,Sugarland,English,
16889,Want To Want Me,Jason Derulo,English,
15083,Want You Back,Cher Lloyd,English,
15232,Want You To Cry Too,Keno,English,
11953,Wanted,Hunter Hayes,English,
4164,Wanted,Dolleys,English,
0833,Wanted Dead Or Alive,Bon Jovi,English,
11435,War Of My Life,John Mayer,English,
5921,Warior Is A Child,Gary Valenciano,Filipino,
8220,Warpigs,Black Sabbath,English,
16366,Warrior,Demi Lovato,English,
16798,Warrior,Kesha Watch Me,English,
1419,Was I Dreamin',The Cascades,English,
5331,Was It Something I Didn't Say,98 Degrees,English,
11408,Wasak Watlz,Ely Buendia Ft Fancis M,English,
2966,Wasted Days And Wasted...,Unknown,English,
16336,Wasted On The Way,CSNY,English,
8604,Wasted Time,Skidrow,English,
17668,Watch Me Work,Tinashe When The Last,English,
11265,Watching Airplanes,Gary Allan,English,
11425,Water Runs Dry,Boyz Ii Men,English,
17282,Water Under The Bridge,Adele,English,
8302,Waterfall,TLC,English,
9963,Waterfall,The Stone Roses,English,
2996,Waterloo,Abba,English,
6152,Wave,Sergio Mendes,English,
11344,Wavin' Flag,K'naan,English,
8894,Way Back Into Love,Adam & Drew,English,
9558,Way Enak Inam Ammo,Jefferson Anton,English,
1098,Way Palad,Visayan Song,English,
6153,Way We Were,Rico Puno,English,
9567,Waynasdi,Margaret Paleng Locano,English,
15074,We Are Never Ever Getting..,Taylor Swift,English,
3289,We Are The Champions,Queen,English,
11445,We Are The People,Empire Of The Sun,English,
0766,We Are The World,Usa For Africa,English,
16401,We Are Tonight,Billy Currington,English,
11853,We Are Young,Fun ft Janelle Monae,English,
9328,We Be Burnin',Sean Paul,English,
8454,We Belong,Toni Gonzaga,English,
11474,We Belong Together,Miguel Escueta,English,
8244,We Belong Together,Mariah Carey,English,
4363,We Built This City,Starship,English,
0815,We Can Work It Out,The Beatles,English,
16249,We Can't Be (Acoustic),Krissy Villongco We Might Be Dead,English,
15534,We Can't Stop,Miley Cyrus,English,
19754,We Can't Stop,Miley Cyrus,English,
15256,We Could Be In Love,Lea Salonga & Brad Kane,English,
7530,We Could Have It All,MAUREEN Mcgovern,English,
15554,We Cry,The Script,English,
16348,We Dem Boyz,Wiz Khalifa When Can I See You,English,
8499,We Did'nt Start The Fire,Billy Joel,English,
